index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,province_normalized,city_normalized,facility_name_normalized,source_record_id,InsideVancouverCSD2016,CMNTY_HLTH_SERV_AREA_CODE,CMNTY_HLTH_SERV_AREA_NAME,SpatialAssignmentStatus,coord_key,canonical_key,CanonicalFacilityID
1384,renfrew care centre,,Nursing and residential care facilities,Province of British Columbia,,1880,renfrew st,V5M3H9,vancouver,bc,1880 renfrew st vancouver bc v5m 3h9,Vancouver,5915022,59,49.26786,-123.044,BC,vancouver,renfrew care centre,1384,True,3232,Hastings-Sunrise,Assigned by point-in-polygon,49.2679|-123.044,renfrew care centre|49.2679|-123.044,FAC-0099
1385,renfrew house,,Nursing and residential care facilities,Province of British Columbia,,3402,worthington dr,V5M3X8,vancouver,bc,3402 worthington dr vancouver bc v5m 3x8,Vancouver,5915022,59,49.254322,-123.0301071,BC,vancouver,renfrew house,1385,True,3233,Renfrew-Collingwood,Assigned by point-in-polygon,49.2543|-123.0301,renfrew house|49.2543|-123.0301,FAC-0100
1433,robson medical centre,,Ambulatory health care services,Province of British Columbia,,238,robson street,V6B6A1,vancouver,bc,238 robson street vancouver bc v6b 6a1,Vancouver,5915022,59,49.278437,-123.115388,BC,vancouver,robson medical centre,1433,True,3211,Downtown Vancouver,Assigned by point-in-polygon,49.2784|-123.1154,robson medical centre|49.2784|-123.1154,FAC-0101
1446,royal arch masonic home,,Nursing and residential care facilities,Province of British Columbia,,7850,champlain cres,V5S4C7,vancouver,bc,7850 champlain cres vancouver bc v5s 4c7,Vancouver,5915022,59,49.2135328,-123.0288043,BC,vancouver,royal arch masonic home,1446,True,3261,Killarney,Assigned by point-in-polygon,49.2135|-123.0288,royal arch masonic home|49.2135|-123.0288,FAC-0102
1457,s.u.c.c.e.s.s. simon k.y. lee seniors care home,,Nursing and residential care facilities,Province of British Columbia,,555,carrall st,V6B2J8,vancouver,bc,555 carrall st vancouver bc v6b 2j8,Vancouver,5915022,59,49.27979,-123.105,BC,vancouver,s u c c e s s simon k y lee seniors care home,1457,True,3221,Downtown Eastside,Assigned by point-in-polygon,49.2798|-123.105,s u c c e s s simon k y lee seniors care home|49.2798|-123.105,FAC-0103
1466,salvation army harbour light centre,,Nursing and residential care facilities,Province of British Columbia,,119,e cordova st,V6A1K8,vancouver,bc,119 e cordova st vancouver bc v6a 1k8,Vancouver,5915022,59,49.282434,-123.101,BC,vancouver,salvation army harbour light centre,1466,True,3221,Downtown Eastside,Assigned by point-in-polygon,49.2824|-123.101,salvation army harbour light centre|49.2824|-123.101,FAC-0104
1485,seymour health centre,,Ambulatory health care services,Province of British Columbia,,1530,west 7 avenue,V6J1S3,vancouver,bc,1530 west 7th avenue vancouver bc v6j 1s3,Vancouver,5915022,59,49.26514,-123.1405,BC,vancouver,seymour health centre,1485,True,3213,Fairview,Assigned by point-in-polygon,49.2651|-123.1405,seymour health centre|49.2651|-123.1405,FAC-0105
1489,shaw place,,Nursing and residential care facilities,Province of British Columbia,,488,e 41 ave,V5W1P2,vancouver,bc,488 e 41st ave vancouver bc v5w 1p2,Vancouver,5915022,59,49.2326234,-123.0949923,BC,vancouver,shaw place,1489,True,3263,Sunset,Assigned by point-in-polygon,49.2326|-123.095,shaw place|49.2326|-123.095,FAC-0106
1513,simply wellness,,Ambulatory health care services,Province of British Columbia,,1818,kingsway,V5N2S7,vancouver,bc,1818 kingsway vancouver bc v5n 2s7,Vancouver,5915022,59,49.246217,-123.067617,BC,vancouver,simply wellness,1513,True,3251,Kensington,Assigned by point-in-polygon,49.2462|-123.0676,simply wellness|49.2462|-123.0676,FAC-0107
1514,sina pharmacy and health centre,,Ambulatory health care services,Province of British Columbia,,505,smithe street,V6B6H1,vancouver,bc,505 smithe street vancouver bc v6b 6h1,Vancouver,5915022,59,49.279476,-123.11935,BC,vancouver,sina pharmacy and health centre,1514,True,3211,Downtown Vancouver,Assigned by point-in-polygon,49.2795|-123.1194,sina pharmacy and health centre|49.2795|-123.1194,FAC-0108
1524,sophia house,,Nursing and residential care facilities,Province of British Columbia,,4824,sophia st,V5V3W6,vancouver,bc,4824 sophia st vancouver bc v5v 3w6,Vancouver,5915022,59,49.2415748,-123.0982494,BC,vancouver,sophia house,1524,True,3253,South Cambie/Riley Park,Assigned by point-in-polygon,49.2416|-123.0982,sophia house|49.2416|-123.0982,FAC-0109
1526,south granville park lodge,,Nursing and residential care facilities,Province of British Columbia,,1645,w 14 ave,V6J2J4,vancouver,bc,1645 w 14th ave vancouver bc v6j 2j4,Vancouver,5915022,59,49.259225,-123.142,BC,vancouver,south granville park lodge,1526,True,3213,Fairview,Assigned by point-in-polygon,49.2592|-123.142,south granville park lodge|49.2592|-123.142,FAC-0110
1531,south vancouver medical clinic,,Ambulatory health care services,Province of British Columbia,,350,marine drive se,V5X2S5,vancouver,bc,350 marine drive se vancouver bc v5x 2s5,Vancouver,5915022,59,49.20884,-123.0993,BC,vancouver,south vancouver medical clinic,1531,True,3263,Sunset,Assigned by point-in-polygon,49.2088|-123.0993,south vancouver medical clinic|49.2088|-123.0993,FAC-0111
1546,st. jude's anglican home,,Nursing and residential care facilities,Province of British Columbia,,810,w 27 ave,V5Z2G7,vancouver,bc,810 w 27th ave vancouver bc v5z 2g7,Vancouver,5915022,59,49.2468877,-123.1227326,BC,vancouver,st jude s anglican home,1546,True,3253,South Cambie/Riley Park,Assigned by point-in-polygon,49.2469|-123.1227,st jude s anglican home|49.2469|-123.1227,FAC-0112
